<<<<<<< HEAD
Zone,Sex,Cancer,Years,PopTot,Cases,AAIR,LCI,UCI,W_PopTot,W_Cases,W_AAIR,W_LCI,W_UCI,B_PopTot,B_Cases,B_AAIR,B_LCI,B_UCI
A9002,Both,Oral,10yrs,573632,72,10.3,8.0,13.1,380682,66,12.9,9.9,16.6,142007,,,,,31977,,,,,Kent 1
A9003,Both,Oral,10yrs,647660,112,12.1,9.9,14.7,488557,100,12.5,10.1,15.5,87863,,,,,26233,,,,,New Castle 4
A9004,Both,Oral,10yrs,729108,182,12.8,10.7,15.2,627832,175,13.6,11.3,16.3,45961,,,,,41100,,,,,Sussex 3
A9005,Both,Oral,10yrs,619764,112,11.5,9.4,13.9,519900,102,11.7,9.5,14.4,30753,,,,,25417,,,,,New Castle 3
A9006,Both,Oral,10yrs,572802,62,10.2,7.8,13.2,308043,51,14.0,10.2,18.8,195667,,,,,46518,,,,,Kent 3
A9007,Both,Oral,10yrs,680998,100,10.9,8.8,13.4,483336,86,11.4,9.0,14.4,131795,,,,,53828,,,,,Sussex 2
A9008,Both,Oral,10yrs,588575,75,15.7,11.9,20.2,297776,47,16.5,11.5,22.7,177032,16,11.4,6.2,19.1,62201,,,,,New Castle 8
A9009,Both,Oral,10yrs,620314,100,14.9,12.0,18.3,438699,85,16.4,12.9,20.5,135947,,,,,25080,,,,,New Castle 9
A9010,Both,Oral,10yrs,600621,79,11.5,9.1,14.5,308417,64,15.1,11.3,19.8,145880,,,,,132963,,,,,New Castle 2
A9011,Both,Oral,10yrs,572918,111,14.8,12.1,17.9,416682,98,16.6,13.4,20.5,107306,,,,,36087,,,,,Kent 2
A9012,Both,Oral,10yrs,590436,89,14.0,11.2,17.3,250539,65,18.9,14.4,24.6,221457,16,8.2,4.4,13.7,92376,,,,,New Castle 6
A9013,Both,Oral,10yrs,578701,75,11.4,8.9,14.4,149672,24,12.3,7.7,18.9,377318,48,11.4,8.3,15.2,39609,,,,,New Castle 1
A9014,Both,Oral,10yrs,632549,107,14.9,12.2,18.1,372819,83,15.8,12.5,19.8,134425,,,,,82225,,,,,New Castle 5
A9015,Both,Oral,10yrs,729564,150,13.6,11.4,16.2,519053,136,14.7,12.1,17.9,99050,,,,,98374,,,,,Sussex 1
Nationwide,Both,Oral,10yrs,3187214095,444751,11.8,11.8,11.9,2005299639,359222,13.0,13.0,13.1,414264823,36696,9.1,9.0,9.2,554161008,27124,7.2,7.1,7.3,
Statewide,Both,Oral,10yrs,9364455,1497,12.6,11.9,13.2,6037658,1248,13.9,13.1,14.8,2095943,166,8.0,6.8,9.4,830222,36,8.3,5.6,11.8,
A9001,Female,Oral,10yrs,325816,17,5.7,3.2,9.3,246619,,,,,33537,,,,,20085,,,,,New Castle 7
A9002,Female,Oral,10yrs,296486,20,5.6,3.4,8.8,196020,18,7.0,4.1,11.3,74524,,,,,15702,,,,,Kent 1
A9003,Female,Oral,10yrs,336426,25,4.9,3.0,7.6,253344,22,4.7,2.8,7.7,48084,,,,,11653,,,,,New Castle 4
A9004,Female,Oral,10yrs,379904,48,5.9,4.1,8.5,328720,46,5.9,4.1,8.8,24118,,,,,19872,,,,,Sussex 3
A9005,Female,Oral,10yrs,323265,32,6.0,4.0,8.8,271763,26,5.4,3.4,8.3,16269,,,,,12463,,,,,New Castle 3
A9006,Female,Oral,10yrs,299286,,,,,157190,,,,,105054,,,,,24239,,,,,Kent 3
A9007,Female,Oral,10yrs,352719,25,5.2,3.3,7.9,250541,23,5.7,3.5,8.9,70876,,,,,25037,,,,,Sussex 2
A9008,Female,Oral,10yrs,302366,28,11.3,7.1,16.8,151630,,,,,94608,,,,,30106,,,,,New Castle 8
A9009,Female,Oral,10yrs,301386,25,7.5,4.8,11.2,215279,21,7.9,4.8,12.3,63009,,,,,12432,,,,,New Castle 9
A9010,Female,Oral,10yrs,311116,27,7.0,4.5,10.5,162298,22,10.1,5.7,16.6,77523,,,,,64603,,,,,New Castle 2
A9011,Female,Oral,10yrs,294940,27,7.0,4.6,10.4,213715,22,7.4,4.5,11.6,56627,,,,,17452,,,,,Kent 2
A9012,Female,Oral,10yrs,309461,21,6.3,3.9,9.8,130703,,,,,119705,,,,,45784,,,,,New Castle 6
A9013,Female,Oral,10yrs,303062,18,5.1,3.0,8.1,74182,,,,,203514,,,,,19182,,,,,New Castle 1
A9014,Female,Oral,10yrs,328076,38,9.6,6.8,13.4,195957,32,11.1,7.4,16.2,71541,,,,,40002,,,,,New Castle 5
A9015,Female,Oral,10yrs,368814,41,7.1,4.9,9.9,267151,36,6.9,4.7,10.3,48018,,,,,46645,,,,,Sussex 1
Nationwide,Female,Oral,10yrs,1618627686,128096,6.5,6.4,6.5,1017505754,100800,7.0,6.9,7.0,216096324,11365,5.1,5.0,5.2,273998030,8621,4.3,4.2,4.4,
Statewide,Female,Oral,10yrs,4833121,405,6.5,5.8,7.1,3115112,326,6.9,6.1,7.7,1107008,54,4.9,3.7,6.5,405257,,,,,
A9001,Male,Oral,10yrs,300997,49,17.0,12.4,22.8,229033,46,19.1,13.8,26.0,29942,,,,,16149,,,,,New Castle 7
A9002,Male,Oral,10yrs,277146,52,15.8,11.7,20.9,184662,48,19.5,14.2,26.3,67483,,,,,16275,,,,,Kent 1
A9003,Male,Oral,10yrs,311235,87,20.4,16.3,25.4,235213,78,21.4,16.8,27.1,39780,,,,,14581,,,,,New Castle 4
A9004,Male,Oral,10yrs,349204,134,20.5,16.7,25.1,299112,129,22.1,17.8,27.5,21844,,,,,21229,,,,,Sussex 3
A9005,Male,Oral,10yrs,296499,80,17.9,14.1,22.6,248137,76,19.2,15.0,24.4,14484,,,,,12955,,,,,New Castle 3
A9006,Male,Oral,10yrs,273516,50,18.3,13.5,24.3,150854,42,24.5,17.4,33.5,90613,,,,,22279,,,,,Kent 3
A9007,Male,Oral,10yrs,328279,75,17.3,13.5,22.0,232795,63,17.8,13.5,23.4,60919,,,,,28791,,,,,Sussex 2
A9008,Male,Oral,10yrs,286209,47,21.6,14.8,30.3,146146,32,24.0,15.1,36.0,82424,,,,,32095,,,,,New Castle 8
A9009,Male,Oral,10yrs,318928,75,22.5,17.4,28.7,223420,64,25.1,18.9,32.7,72938,,,,,12648,,,,,New Castle 9
A9010,Male,Oral,10yrs,289506,52,16.9,12.6,22.3,146119,42,21.2,15.1,29.3,68357,,,,,68359,,,,,New Castle 2
A9011,Male,Oral,10yrs,277978,84,23.4,18.5,29.2,202966,76,26.8,20.9,34.0,50679,,,,,18635,,,,,Kent 2
A9012,Male,Oral,10yrs,280976,68,23.2,17.9,29.6,119835,53,33.0,24.3,43.9,101752,,,,,46593,,,,,New Castle 6
A9013,Male,Oral,10yrs,275639,57,20.0,14.9,26.2,75489,18,18.7,10.7,31.0,173804,36,20.6,14.2,29.0,20426,,,,,New Castle 1
A9014,Male,Oral,10yrs,304473,69,21.5,16.6,27.3,176862,51,22.0,16.2,29.3,62884,,,,,42223,,,,,New Castle 5
A9015,Male,Oral,10yrs,360750,109,20.9,16.9,25.6,251903,100,23.4,18.5,29.3,51032,,,,,51728,,,,,Sussex 1
Nationwide,Male,Oral,10yrs,1568586409,316655,17.9,17.9,18.0,987793885,258422,19.7,19.6,19.8,198168499,25331,14.2,14.0,14.4,280162978,18503,10.7,10.5,10.8,
Statewide,Male,Oral,10yrs,4531334,1092,19.7,18.5,20.9,2922546,922,21.9,20.5,23.5,988935,112,12.2,9.9,14.8,424965,26,11.9,7.3,18.2,
A9001,Both,Liver,10yrs,626812,41,6.5,4.6,8.9,475652,30,5.6,3.7,8.1,63479,,,,,36233,,,,,New Castle 7
A9002,Both,Liver,10yrs,573632,60,8.3,6.3,10.8,380682,41,7.9,5.7,10.9,142007,,,,,31977,,,,,Kent 1
A9003,Both,Liver,10yrs,647660,76,7.5,5.9,9.5,488557,55,6.4,4.8,8.6,87863,,,,,26233,,,,,New Castle 4
A9004,Both,Liver,10yrs,729108,92,6.6,5.1,8.4,627832,84,6.4,4.9,8.4,45961,,,,,41100,,,,,Sussex 3
A9005,Both,Liver,10yrs,619764,41,4.1,2.9,5.7,519900,31,3.3,2.2,4.9,30753,,,,,25417,,,,,New Castle 3
A9006,Both,Liver,10yrs,572802,59,9.0,6.8,11.6,308043,35,8.4,5.8,11.9,195667,19,9.8,5.9,15.4,46518,,,,,Kent 3
A9007,Both,Liver,10yrs,680998,70,7.4,5.8,9.5,483336,53,7.1,5.2,9.5,131795,,,,,53828,,,,,Sussex 2
A9008,Both,Liver,10yrs,588575,49,9.2,6.6,12.6,297776,27,8.3,5.2,12.7,177032,16,12.0,6.5,20.3,62201,,,,,New Castle 8
A9009,Both,Liver,10yrs,620314,69,11.0,8.5,14.2,438699,45,9.3,6.7,12.7,135947,21,20.0,11.7,31.6,25080,,,,,New Castle 9
A9010,Both,Liver,10yrs,600621,94,13.4,10.8,16.4,308417,57,12.6,9.4,16.6,145880,27,17.2,11.3,25.2,132963,,,,,New Castle 2
A9011,Both,Liver,10yrs,572918,70,9.3,7.2,11.8,416682,61,10.3,7.8,13.4,107306,,,,,36087,,,,,Kent 2
A9012,Both,Liver,10yrs,590436,72,10.3,8.0,13.0,250539,41,10.9,7.8,15.1,221457,21,9.8,5.6,15.7,92376,,,,,New Castle 6
A9013,Both,Liver,10yrs,578701,88,13.0,10.4,16.2,149672,18,7.8,4.6,13.1,377318,64,15.3,11.7,19.7,39609,,,,,New Castle 1
A9014,Both,Liver,10yrs,632549,79,10.3,8.1,12.9,372819,50,8.9,6.5,11.9,134425,19,14.9,8.5,24.2,82225,,,,,New Castle 5
A9015,Both,Liver,10yrs,729564,95,8.4,6.7,10.4,519053,80,8.1,6.3,10.3,99050,,,,,98374,,,,,Sussex 1
Nationwide,Both,Liver,10yrs,3187214095,323863,8.4,8.3,8.4,2005299639,201238,7.0,6.9,7.0,414264823,45256,10.7,10.6,10.8,554161008,49593,13.7,13.6,13.8,
Statewide,Both,Liver,10yrs,9364455,1068,8.5,8.0,9.0,6037658,718,7.6,7.0,8.2,2095943,258,11.7,10.3,13.3,830222,55,14.7,10.9,19.3,
A9001,Female,Liver,10yrs,325816,,,,,246619,,,,,33537,,,,,20085,,,,,New Castle 7
A9002,Female,Liver,10yrs,296486,19,5.3,3.1,8.4,196020,,,,,74524,,,,,15702,,,,,Kent 1
A9003,Female,Liver,10yrs,336426,25,4.4,2.7,6.8,253344,20,4.1,2.4,6.9,48084,,,,,11653,,,,,New Castle 4
A9004,Female,Liver,10yrs,379904,21,3.1,1.7,5.4,328720,19,2.7,1.5,5.0,24118,,,,,19872,,,,,Sussex 3
A9005,Female,Liver,10yrs,323265,16,2.9,1.7,5.0,271763,,,,,16269,,,,,12463,,,,,New Castle 3
A9006,Female,Liver,10yrs,299286,17,4.5,2.6,7.3,157190,,,,,105054,,,,,24239,,,,,Kent 3
A9007,Female,Liver,10yrs,352719,16,3.2,1.8,5.4,250541,,,,,70876,,,,,25037,,,,,Sussex 2
A9008,Female,Liver,10yrs,302366,,,,,151630,,,,,94608,,,,,30106,,,,,New Castle 8
A9009,Female,Liver,10yrs,301386,18,5.8,3.3,9.3,215279,,,,,63009,,,,,12432,,,,,New Castle 9
A9010,Female,Liver,10yrs,311116,25,6.3,4.0,9.4,162298,17,6.1,3.4,10.6,77523,,,,,64603,,,,,New Castle 2
A9011,Female,Liver,10yrs,294940,,,,,213715,,,,,56627,,,,,17452,,,,,Kent 2
A9012,Female,Liver,10yrs,309461,18,4.4,2.6,7.2,130703,,,,,119705,,,,,45784,,,,,New Castle 6
A9013,Female,Liver,10yrs,303062,18,4.8,2.8,7.8,74182,,,,,203514,,,,,19182,,,,,New Castle 1
A9014,Female,Liver,10yrs,328076,20,4.4,2.7,6.9,195957,,,,,71541,,,,,40002,,,,,New Castle 5
A9015,Female,Liver,10yrs,368814,26,4.6,2.9,7.0,267151,22,4.1,2.5,6.8,48018,,,,,46645,,,,,Sussex 1
Nationwide,Female,Liver,10yrs,1618627686,92379,4.5,4.5,4.5,1017505754,56838,3.8,3.7,3.8,216096324,12223,5.4,5.3,5.5,273998030,14880,8.0,7.9,8.1,
Statewide,Female,Liver,10yrs,4833121,277,4.1,3.6,4.7,3115112,188,3.7,3.1,4.3,1107008,71,6.1,4.7,7.7,405257,,,,,
A9001,Male,Liver,10yrs,300997,29,9.5,6.2,13.9,229033,20,8.0,4.7,12.7,29942,,,,,16149,,,,,New Castle 7
A9002,Male,Liver,10yrs,277146,41,11.8,8.5,16.2,184662,27,10.6,6.9,15.7,67483,,,,,16275,,,,,Kent 1
A9003,Male,Liver,10yrs,311235,51,11.1,8.2,14.8,235213,35,9.0,6.3,12.9,39780,,,,,14581,,,,,New Castle 4
A9004,Male,Liver,10yrs,349204,71,10.6,8.0,14.1,299112,65,10.6,7.7,14.6,21844,,,,,21229,,,,,Sussex 3
A9005,Male,Liver,10yrs,296499,25,5.5,3.5,8.5,248137,18,4.1,2.4,6.8,14484,,,,,12955,,,,,New Castle 3
A9006,Male,Liver,10yrs,273516,42,14.7,10.5,19.9,150854,25,13.8,8.9,20.6,90613,,,,,22279,,,,,Kent 3
A9007,Male,Liver,10yrs,328279,54,12.2,9.1,16.2,232795,42,11.7,8.3,16.3,60919,,,,,28791,,,,,Sussex 2
A9008,Male,Liver,10yrs,286209,39,14.4,9.8,20.5,146146,22,13.3,7.8,21.3,82424,,,,,32095,,,,,New Castle 8
A9009,Male,Liver,10yrs,318928,51,16.2,11.8,21.7,223420,35,14.9,10.1,21.2,72938,,,,,12648,,,,,New Castle 9
A9010,Male,Liver,10yrs,289506,69,21.4,16.6,27.2,146119,40,19.7,14.0,27.4,68357,20,28.6,17.4,44.7,68359,,,,,New Castle 2
A9011,Male,Liver,10yrs,277978,57,15.7,11.8,20.5,202966,49,17.0,12.4,22.8,50679,,,,,18635,,,,,Kent 2
A9012,Male,Liver,10yrs,280976,54,17.7,13.1,23.4,119835,33,19.5,13.3,28.0,101752,,,,,46593,,,,,New Castle 6
A9013,Male,Liver,10yrs,275639,70,23.9,18.4,30.6,75489,,,,,173804,50,29.0,21.2,38.7,20426,,,,,New Castle 1
A9014,Male,Liver,10yrs,304473,59,18.0,13.7,23.4,176862,39,16.3,11.5,22.5,62884,,,,,42223,,,,,New Castle 5
A9015,Male,Liver,10yrs,360750,69,12.6,9.7,16.1,251903,58,12.5,9.3,16.7,51032,,,,,51728,,,,,Sussex 1
Nationwide,Male,Liver,10yrs,1568586409,231484,12.8,12.7,12.8,987793885,144400,10.6,10.5,10.6,198168499,33033,17.6,17.4,17.8,280162978,34713,20.3,20.1,20.6,
Statewide,Male,Liver,10yrs,4531334,791,13.6,12.7,14.6,2922546,530,12.1,11.0,13.2,988935,187,19.1,16.3,22.2,424965,45,25.0,17.7,33.9,
A9001,Both,Myeloma,10yrs,626812,38,6.1,4.3,8.5,475652,27,5.4,3.5,8.1,63479,,,,,36233,,,,,New Castle 7
A9002,Both,Myeloma,10yrs,573632,62,9.3,7.1,12.0,380682,36,7.4,5.1,10.4,142007,23,16.0,10.0,24.3,31977,,,,,Kent 1
A9003,Both,Myeloma,10yrs,647660,56,5.6,4.2,7.4,488557,38,4.3,3.0,6.1,87863,,,,,26233,,,,,New Castle 4
A9004,Both,Myeloma,10yrs,729108,76,5.2,3.9,6.9,627832,68,4.7,3.5,6.4,45961,,,,,41100,,,,,Sussex 3
A9005,Both,Myeloma,10yrs,619764,65,6.8,5.2,8.9,519900,57,6.7,5.0,9.0,30753,,,,,25417,,,,,New Castle 3
A9006,Both,Myeloma,10yrs,572802,63,9.9,7.6,12.8,308043,31,6.9,4.6,10.1,195667,30,18.7,12.5,26.8,46518,,,,,Kent 3
A9007,Both,Myeloma,10yrs,680998,59,6.5,4.9,8.5,483336,42,5.6,4.0,7.8,131795,,,,,53828,,,,,Sussex 2
A9008,Both,Myeloma,10yrs,588575,45,10.0,6.9,13.9,297776,20,7.7,4.3,12.6,177032,21,16.0,9.3,25.4,62201,,,,,New Castle 8
A9009,Both,Myeloma,10yrs,620314,54,9.0,6.6,11.9,438699,33,7.4,5.0,10.5,135947,19,16.8,9.7,27.1,25080,,,,,New Castle 9
A9010,Both,Myeloma,10yrs,600621,38,5.3,3.8,7.4,308417,19,3.9,2.3,6.4,145880,16,12.3,6.9,20.0,132963,,,,,New Castle 2
A9011,Both,Myeloma,10yrs,572918,68,8.9,6.9,11.4,416682,50,8.1,6.0,10.9,107306,17,14.3,8.1,23.6,36087,,,,,Kent 2
A9012,Both,Myeloma,10yrs,590436,47,7.6,5.5,10.1,250539,16,4.3,2.4,7.3,221457,29,14.3,9.2,21.1,92376,,,,,New Castle 6
A9013,Both,Myeloma,10yrs,578701,65,10.8,8.2,13.8,149672,,,,,377318,49,12.8,9.4,17.0,39609,,,,,New Castle 1
A9014,Both,Myeloma,10yrs,632549,46,6.3,4.6,8.5,372819,25,4.4,2.8,6.7,134425,,,,,82225,,,,,New Castle 5
A9015,Both,Myeloma,10yrs,729564,88,7.4,5.9,9.3,519053,67,6.5,4.9,8.6,99050,17,17.5,9.9,28.5,98374,,,,,Sussex 1
Nationwide,Both,Myeloma,10yrs,3187214095,258545,7.0,6.9,7.0,2005299639,172451,6.1,6.1,6.2,414264823,52439,14.2,14.0,14.3,554161008,23237,6.8,6.7,6.9,
Statewide,Both,Myeloma,10yrs,9364455,878,7.3,6.8,7.8,6037658,547,5.8,5.3,6.4,2095943,278,13.9,12.2,15.6,830222,31,8.3,5.4,12.0,
A9001,Female,Myeloma,10yrs,325816,18,5.4,3.1,8.6,246619,,,,,33537,,,,,20085,,,,,New Castle 7
A9002,Female,Myeloma,10yrs,296486,27,7.6,5.0,11.3,196020,,,,,74524,,,,,15702,,,,,Kent 1
A9003,Female,Myeloma,10yrs,336426,33,6.1,4.1,8.9,253344,23,4.6,2.8,7.4,48084,,,,,11653,,,,,New Castle 4
A9004,Female,Myeloma,10yrs,379904,29,4.0,2.5,6.5,328720,26,3.9,2.2,6.7,24118,,,,,19872,,,,,Sussex 3
A9005,Female,Myeloma,10yrs,323265,27,4.8,3.0,7.4,271763,23,4.3,2.6,7.0,16269,,,,,12463,,,,,New Castle 3
A9006,Female,Myeloma,10yrs,299286,31,8.6,5.7,12.4,157190,,,,,105054,16,16.7,9.4,27.4,24239,,,,,Kent 3
A9007,Female,Myeloma,10yrs,352719,26,5.2,3.3,7.8,250541,17,4.1,2.3,7.0,70876,,,,,25037,,,,,Sussex 2
A9008,Female,Myeloma,10yrs,302366,22,8.6,5.0,13.6,151630,,,,,94608,,,,,30106,,,,,New Castle 8
A9009,Female,Myeloma,10yrs,301386,24,7.3,4.6,11.1,215279,,,,,63009,,,,,12432,,,,,New Castle 9
A9010,Female,Myeloma,10yrs,311116,19,4.7,2.8,7.5,162298,,,,,77523,,,,,64603,,,,,New Castle 2
A9011,Female,Myeloma,10yrs,294940,32,8.1,5.5,11.6,213715,21,6.5,4.0,10.3,56627,,,,,17452,,,,,Kent 2
A9012,Female,Myeloma,10yrs,309461,16,4.3,2.4,7.1,130703,,,,,119705,,,,,45784,,,,,New Castle 6
A9013,Female,Myeloma,10yrs,303062,31,9.1,6.1,13.1,74182,,,,,203514,22,9.7,6.0,14.9,19182,,,,,New Castle 1
A9014,Female,Myeloma,10yrs,328076,29,7.0,4.6,10.2,195957,16,4.8,2.7,8.2,71541,,,,,40002,,,,,New Castle 5
A9015,Female,Myeloma,10yrs,368814,42,6.9,4.8,9.7,267151,33,5.8,3.9,8.7,48018,,,,,46645,,,,,Sussex 1
Nationwide,Female,Myeloma,10yrs,1618627686,114691,5.7,5.6,5.7,1017505754,72790,4.8,4.7,4.8,216096324,26464,12.4,12.3,12.6,273998030,10758,5.7,5.6,5.9,
Statewide,Female,Myeloma,10yrs,4833121,411,6.3,5.7,6.9,3115112,249,4.9,4.2,5.5,1107008,136,11.8,9.9,14.1,405257,16,7.8,4.3,12.9,
A9001,Male,Myeloma,10yrs,300997,20,7.0,4.1,11.1,229033,,,,,29942,,,,,16149,,,,,New Castle 7
A9002,Male,Myeloma,10yrs,277146,35,11.2,7.7,15.7,184662,22,9.7,6.0,15.0,67483,,,,,16275,,,,,Kent 1
A9003,Male,Myeloma,10yrs,311235,23,4.9,3.1,7.5,235213,,,,,39780,,,,,14581,,,,,New Castle 4
A9004,Male,Myeloma,10yrs,349204,47,6.4,4.5,9.3,299112,42,5.6,3.9,8.4,21844,,,,,21229,,,,,Sussex 3
A9005,Male,Myeloma,10yrs,296499,38,9.3,6.5,13.0,248137,34,9.6,6.5,13.9,14484,,,,,12955,,,,,New Castle 3
A9006,Male,Myeloma,10yrs,273516,32,12.1,8.2,17.2,150854,17,8.9,5.2,14.5,90613,,,,,22279,,,,,Kent 3
A9007,Male,Myeloma,10yrs,328279,33,8.0,5.4,11.5,232795,25,7.3,4.6,11.2,60919,,,,,28791,,,,,Sussex 2
A9008,Male,Myeloma,10yrs,286209,23,11.9,6.8,18.9,146146,,,,,82424,,,,,32095,,,,,New Castle 8
A9009,Male,Myeloma,10yrs,318928,30,11.7,7.5,17.3,223420,18,10.8,6.0,17.6,72938,,,,,12648,,,,,New Castle 9
A9010,Male,Myeloma,10yrs,289506,19,6.2,3.7,9.8,146119,,,,,68357,,,,,68359,,,,,New Castle 2
A9011,Male,Myeloma,10yrs,277978,36,9.9,6.8,13.8,202966,29,9.8,6.5,14.4,50679,,,,,18635,,,,,Kent 2
A9012,Male,Myeloma,10yrs,280976,31,11.9,8.0,17.0,119835,,,,,101752,17,22.6,12.3,37.5,46593,,,,,New Castle 6
A9013,Male,Myeloma,10yrs,275639,34,13.1,8.9,18.5,75489,,,,,173804,27,17.3,11.1,25.4,20426,,,,,New Castle 1
A9014,Male,Myeloma,10yrs,304473,17,5.5,3.1,8.8,176862,,,,,62884,,,,,42223,,,,,New Castle 5
A9015,Male,Myeloma,10yrs,360750,46,8.1,5.9,11.1,251903,34,7.4,5.0,10.9,51032,,,,,51728,,,,,Sussex 1
Nationwide,Male,Myeloma,10yrs,1568586409,143854,8.6,8.5,8.6,987793885,99661,7.8,7.7,7.8,198168499,25975,16.7,16.5,16.9,280162978,12479,8.1,8.0,8.3,
Statewide,Male,Myeloma,10yrs,4531334,467,8.6,7.8,9.4,2922546,298,7.0,6.2,7.9,988935,142,16.7,13.9,19.8,424965,,,,,
A9001,Both,Stomach,10yrs,626812,27,4.8,3.1,7.1,475652,21,4.7,2.8,7.4,63479,,,,,36233,,,,,New Castle 7
A9002,Both,Stomach,10yrs,573632,37,5.7,4.0,7.9,380682,28,6.1,4.0,8.9,142007,,,,,31977,,,,,Kent 1
A9003,Both,Stomach,10yrs,647660,73,7.4,5.8,9.4,488557,56,6.7,5.0,8.9,87863,,,,,26233,,,,,New Castle 4
A9004,Both,Stomach,10yrs,729108,85,5.4,4.2,7.1,627832,74,4.9,3.7,6.6,45961,,,,,41100,,,,,Sussex 3
A9005,Both,Stomach,10yrs,619764,34,3.2,2.2,4.6,519900,24,2.5,1.6,4.0,30753,,,,,25417,,,,,New Castle 3
A9006,Both,Stomach,10yrs,572802,44,6.8,4.9,9.2,308043,25,6.0,3.8,9.1,195667,,,,,46518,,,,,Kent 3
A9007,Both,Stomach,10yrs,680998,69,7.5,5.8,9.6,483336,55,6.9,5.2,9.1,131795,,,,,53828,,,,,Sussex 2
A9008,Both,Stomach,10yrs,588575,38,10.0,6.8,14.0,297776,21,8.7,5.2,13.7,177032,,,,,62201,,,,,New Castle 8
A9009,Both,Stomach,10yrs,620314,47,7.8,5.6,10.5,438699,31,6.6,4.4,9.5,135947,,,,,25080,,,,,New Castle 9
A9010,Both,Stomach,10yrs,600621,51,6.8,5.0,9.1,308417,26,4.4,2.8,6.8,145880,16,11.7,6.6,19.2,132963,,,,,New Castle 2
A9011,Both,Stomach,10yrs,572918,39,5.6,4.0,7.8,416682,24,4.1,2.6,6.2,107306,,,,,36087,,,,,Kent 2
A9012,Both,Stomach,10yrs,590436,49,8.4,6.1,11.1,250539,30,9.0,5.9,13.1,221457,,,,,92376,,,,,New Castle 6
A9013,Both,Stomach,10yrs,578701,56,8.9,6.7,11.7,149672,,,,,377318,43,11.1,7.9,15.1,39609,,,,,New Castle 1
A9014,Both,Stomach,10yrs,632549,47,6.5,4.7,8.7,372819,32,5.6,3.8,8.0,134425,,,,,82225,,,,,New Castle 5
A9015,Both,Stomach,10yrs,729564,62,5.7,4.3,7.5,519053,52,5.4,4.0,7.3,99050,,,,,98374,,,,,Sussex 1
Nationwide,Both,Stomach,10yrs,3187214095,239993,6.5,6.5,6.6,2005299639,148224,5.3,5.3,5.4,414264823,36896,10.1,10.0,10.2,554161008,34425,9.7,9.6,9.8,
Statewide,Both,Stomach,10yrs,9364455,763,6.4,6.0,6.9,6037658,511,5.5,5.0,6.1,2095943,171,8.9,7.6,10.4,830222,46,11.8,8.3,16.1,
A9001,Female,Stomach,10yrs,325816,,,,,246619,,,,,33537,,,,,20085,,,,,New Castle 7
A9002,Female,Stomach,10yrs,296486,,,,,196020,,,,,74524,,,,,15702,,,,,Kent 1
A9003,Female,Stomach,10yrs,336426,29,5.3,3.5,7.9,253344,22,4.9,3.0,7.8,48084,,,,,11653,,,,,New Castle 4
A9004,Female,Stomach,10yrs,379904,25,3.4,2.1,5.6,328720,20,3.0,1.7,5.5,24118,,,,,19872,,,,,Sussex 3
A9005,Female,Stomach,10yrs,323265,,,,,271763,,,,,16269,,,,,12463,,,,,New Castle 3
A9006,Female,Stomach,10yrs,299286,21,5.8,3.5,9.0,157190,,,,,105054,,,,,24239,,,,,Kent 3
A9007,Female,Stomach,10yrs,352719,23,4.9,3.0,7.5,250541,19,4.5,2.7,7.4,70876,,,,,25037,,,,,Sussex 2
A9008,Female,Stomach,10yrs,302366,,,,,151630,,,,,94608,,,,,30106,,,,,New Castle 8
A9009,Female,Stomach,10yrs,301386,20,6.3,3.8,9.9,215279,,,,,63009,,,,,12432,,,,,New Castle 9
A9010,Female,Stomach,10yrs,311116,23,5.4,3.3,8.4,162298,,,,,77523,,,,,64603,,,,,New Castle 2
A9011,Female,Stomach,10yrs,294940,17,4.6,2.6,7.6,213715,,,,,56627,,,,,17452,,,,,Kent 2
A9012,Female,Stomach,10yrs,309461,22,6.6,4.1,10.1,130703,,,,,119705,,,,,45784,,,,,New Castle 6
A9013,Female,Stomach,10yrs,303062,21,5.6,3.5,8.7,74182,,,,,203514,17,7.3,4.2,12.0,19182,,,,,New Castle 1
A9014,Female,Stomach,10yrs,328076,18,4.7,2.8,7.6,195957,,,,,71541,,,,,40002,,,,,New Castle 5
A9015,Female,Stomach,10yrs,368814,,,,,267151,,,,,48018,,,,,46645,,,,,Sussex 1
Nationwide,Female,Stomach,10yrs,1618627686,92001,4.6,4.6,4.7,1017505754,51982,3.5,3.5,3.5,216096324,16018,7.6,7.5,7.8,273998030,15265,7.8,7.7,8.0,
Statewide,Female,Stomach,10yrs,4833121,280,4.3,3.8,4.9,3115112,179,3.6,3.1,4.3,1107008,67,6.0,4.6,7.7,405257,22,10.4,6.2,16.2,
A9001,Male,Stomach,10yrs,300997,16,6.1,3.4,10.1,229033,,,,,29942,,,,,16149,,,,,New Castle 7
A9002,Male,Stomach,10yrs,277146,22,7.2,4.4,11.0,184662,16,7.1,4.0,11.9,67483,,,,,16275,,,,,Kent 1
A9003,Male,Stomach,10yrs,311235,44,10.2,7.4,13.9,235213,34,9.1,6.2,13.0,39780,,,,,14581,,,,,New Castle 4
A9004,Male,Stomach,10yrs,349204,60,7.8,5.7,10.6,299112,54,7.2,5.2,10.2,21844,,,,,21229,,,,,Sussex 3
A9005,Male,Stomach,10yrs,296499,21,4.7,2.9,7.4,248137,16,4.1,2.3,7.0,14484,,,,,12955,,,,,New Castle 3
